# BulTreeBank Wordnet (BTB-WN)	bul	http://www.bultreebank.org/	CC BY 3.0
11463544-n	bul:exe	3	виждам светлина
11463544-n	bul:exe	4	светлина от
11463544-n	bul:exe	5	светлините на града
11463544-n	bul:lemma	блясък
11463544-n	bul:lemma	светлина
11464143-n	bul:def	0	(физика) Всемирен закон за универсалното свойство на телата и всякакви видове физическа материя да се привличат взаимно.
11464143-n	bul:exe	0	поле на гравитация
11464143-n	bul:lemma	гравитация
11464143-n	bul:lemma	притегляне
11473291-n	bul:def	0	Физиологическото състояние на организмите, когато живеят, когато са живи и в тях протичат общи за всички същества биологични процеси.
11473291-n	bul:exe	0	На Луната няма живот.
11473291-n	bul:exe	1	поддържам живота си
11473291-n	bul:exe	2	признак на живот
11473291-n	bul:lemma	живот
11482706-n	bul:def	0	Струпване на дребни водни капчици или водни кристалчета в приземния слой на атмосферата, което прави въздуха мътен, непрозрачен.
11482706-n	bul:exe	0	Около обяд мъглата се вдигна.
11482706-n	bul:exe	1	От мъгла не се вижда на две крачки.
11482706-n	bul:exe	2	гъста мъгла
11482706-n	bul:exe	3	млечнобяла мъгла
11482706-n	bul:exe	4	падна гъста мъгла
11482706-n	bul:exe	5	студена декемврийска мъгла
11482706-n	bul:lemma	мъгла
11485367-n	bul:def	0	Небесно тяло, което излъчва топлина и светлина.
11485367-n	bul:exe	0	Не стойте на сянка, ами елате на слънце.
11485367-n	bul:exe	1	Пека се на слънце.
11485367-n	bul:exe	2	Седнах малко на слънце.
11485367-n	bul:lemma	слънце
11495041-n	bul:def	0	Силата, с която едно тяло натиска предметите под или около него.
11495041-n	bul:exe	0	атмосферно налягане
11495041-n	bul:exe	1	кръвно налягане
11495041-n	bul:exe	2	под налягане
11495041-n	bul:lemma	налягане
11498461-n	bul:def	0	(механика) Действие, което възниква в отговор на едно или друго въздействие.
11498461-n	bul:lemma	реакция
11501381-n	bul:def	0	валеж от водни капки, образувани в облаците от кондензацията на водна пара, които падат от небето към повърхността на земята.
11501381-n	bul:exe	0	Валежите от дъжд постепенно ще спрат.
11501381-n	bul:exe	1	Вали дъжд като из ведро.
11501381-n	bul:exe	10	пролетен дъжд
11501381-n	bul:exe	11	проливен дъжд
11501381-n	bul:exe	12	силен дъжд
11501381-n	bul:exe	13	ситен дъжд
11501381-n	bul:exe	14	слаб дъжд
11501381-n	bul:exe	15	слаби валежи
11501381-n	bul:exe	16	стоя на дъжда
11501381-n	bul:exe	17	стоя под дъжда
11501381-n	bul:exe	18	умерени валежи
11501381-n	bul:exe	2	Дъждът спря.
11501381-n	bul:exe	3	Очакват се повсеместни валежи.
11501381-n	bul:exe	4	валежи от дъжд
11501381-n	bul:exe	5	валежи от сняг
11501381-n	bul:exe	6	есенен дъжд
11501381-n	bul:exe	7	излизам в дъжда
11501381-n	bul:exe	8	летен дъжд
11501381-n	bul:exe	9	пороен дъжд
11501381-n	bul:lemma	дъжд
11502497-n	bul:def	0	Краткотраен и слаб дъжд.
11502497-n	bul:lemma	преваляване
11508092-n	bul:def	0	Облак от фини частици от газове и сажди, който се отделя при горене.
11508092-n	bul:exe	0	кълба дим
11508092-n	bul:lemma	дим
11508092-n	bul:lemma	пушек
11508382-n	bul:def	0	Валеж от полупрозрачни ледени кристалчета, снежинки с различна форма и големина, както и натрупаната върху земята маса от такива кристалчета, снежинки.
11508382-n	bul:exe	0	Дебел сняг, голям комат.
11508382-n	bul:exe	1	Заваля сняг на парцали.
11508382-n	bul:exe	2	През зимата вали сняг.
11508382-n	bul:exe	3	Снегът покрива земята.
11508382-n	bul:exe	4	мокър сняг
11508382-n	bul:exe	5	пухкав сняг
11508382-n	bul:exe	6	топки от сняг
11508382-n	bul:lemma	сняг
11519121-n	bul:def	0	Атмосферно явление, което представлява разряд на електричество между облак и земята или между два облака, съпроводено от краткотрайно ярко осветяване на небето, обикновено във вид на зигзагообразна огнена линия.
11519121-n	bul:exe	0	Внезапно светна мълния.
11519121-n	bul:exe	1	блясък на мълния
11519121-n	bul:exe	2	проблясват мълнии
11519121-n	bul:lemma	мълния
11519121-n	bul:lemma	светкавица
11522448-n	bul:def	0	Движение, преминаване на въздух през помещение или тясно място.
11522448-n	bul:exe	0	Затвори прозореца, че става течение.
11522448-n	bul:exe	1	Не стой на течение.
11522448-n	bul:exe	2	въздушно течение
11522448-n	bul:exe	3	изложен на течение
11522448-n	bul:lemma	течение
11524662-n	bul:def	0	Състояние на атмосферата в определен момент с оглед на температура, валежи, ветрове, облачност и др.
11524662-n	bul:exe	0	Ако позволи времето.
11524662-n	bul:exe	1	Какво ужасно време!
11524662-n	bul:exe	10	меко време
11524662-n	bul:exe	11	мрачно време
11524662-n	bul:exe	12	неустойчиво време
11524662-n	bul:exe	13	облачно време
11524662-n	bul:exe	14	при всякакво време
11524662-n	bul:exe	15	променливо време
11524662-n	bul:exe	16	слънчево време
11524662-n	bul:exe	17	студено време
11524662-n	bul:exe	18	сухо време
11524662-n	bul:exe	19	хладно време
11524662-n	bul:exe	2	Какво ще бъде времето утре?
11524662-n	bul:exe	20	хубаво време
11524662-n	bul:exe	21	ясно време
11524662-n	bul:exe	3	Очаква ни много горещо време.
11524662-n	bul:exe	4	времето омекна
11524662-n	bul:exe	5	времето се затопля
11524662-n	bul:exe	6	времето се изяснява
11524662-n	bul:exe	7	дъждовно време
11524662-n	bul:exe	8	зависи от времето
11524662-n	bul:exe	9	лошо време
11524662-n	bul:lemma	време
11525955-n	bul:def	0	Бързо движение на въздух, на въздушни маси в хоризонтална посока, предизвикано от различното налягане по земната повърхност.
11525955-n	bul:exe	0	Откъде духа вятърът?
11525955-n	bul:exe	1	бурен вятър
11525955-n	bul:exe	10	насрещен вятър
11525955-n	bul:exe	11	няма никакъв вятър
11525955-n	bul:exe	12	по посока на вятъра
11525955-n	bul:exe	13	попътен вятър
11525955-n	bul:exe	14	пронизващ вятър
11525955-n	bul:exe	15	северен вятър
11525955-n	bul:exe	16	силен вятър
11525955-n	bul:exe	17	слаб вятър
11525955-n	bul:exe	18	срещу вятъра
11525955-n	bul:exe	19	ураганен вятър
11525955-n	bul:exe	2	внезапен вятър
11525955-n	bul:exe	20	южен вятър
11525955-n	bul:exe	3	вятърът се засилва
11525955-n	bul:exe	4	горещ вятър
11525955-n	bul:exe	5	духа вятър
11525955-n	bul:exe	6	излиза вятър
11525955-n	bul:exe	7	леден вятър
11525955-n	bul:exe	8	лек вятър
11525955-n	bul:exe	9	морски вятър
11525955-n	bul:lemma	вятър
11669921-n	bul:def	0	Тревисто растение, отглеждано заради хубавите му цветове, мирис и визуалната му красота.
11669921-n	bul:exe	0	Къщата й беше пълна с цветя.
11669921-n	bul:exe	1	Розата е любимото ми цвете.
11669921-n	bul:exe	10	пролетно цвете
11669921-n	bul:exe	2	бера цветя
11669921-n	bul:exe	3	букет от цветя
11669921-n	bul:exe	4	градинско цвете
11669921-n	bul:exe	5	красиво цвете
11669921-n	bul:exe	6	нежно цвете
11669921-n	bul:exe	7	отглеждам цветя
11669921-n	bul:exe	8	подарявам цветя
11669921-n	bul:exe	9	поливам цветя
11669921-n	bul:lemma	цвете
11683556-n	bul:def	0	Обвивка на плод.
11683556-n	bul:exe	0	орехова черупка
11683556-n	bul:lemma	черупка
11684739-n	bul:def	0	Твърда част във вътрешността на някои плодове (напр. череша, слива, праскова, кайсия), където се намира семето, ядката.
11684739-n	bul:exe	0	Трябва да се махнат костилките от сините сливи преди готвене.
11684739-n	bul:exe	1	костилка от
11684739-n	bul:lemma	костилка
12102133-n	bul:def	0	Едногодишно или многогодишно растение с тънко зелено стъбло, което покрива ливадите и се използва като храна от тревопасните животни.
12102133-n	bul:exe	0	Газя в росната трева.
12102133-n	bul:exe	1	Не газете тревата!
12102133-n	bul:exe	2	висока трева
12102133-n	bul:exe	3	гъста трева
12102133-n	bul:exe	4	лечебни треви
12102133-n	bul:exe	5	мирише на трева
12102133-n	bul:lemma	трева
12142085-n	bul:def	0	Най-важното и най-много отглеждано у нас житно растение, от чиито зърна, след смилане, се получава една от основните храни за човека - брашното.
12142085-n	bul:lemma	жито
12142085-n	bul:lemma	пшеница
12268246-n	bul:def	0	Род широколистни листопадни или вечнозелени дървета и храсти с нарязани листа и плодове жълъди, Quercus.
12268246-n	bul:exe	0	В България растат около 15 вида дъб.
12268246-n	bul:lemma	дъб
12426248-n	bul:def	0	Високо растение от рода на луковичните с бели цветове и силна приятна миризма (Lilium candidum).
12426248-n	bul:exe	0	От цъфналите лилии се носеше приятен аромат.
12426248-n	bul:exe	1	букет от лилии
12426248-n	bul:exe	2	бяла лилия
12426248-n	bul:lemma	крем
12426248-n	bul:lemma	лилия
12433081-n	bul:def	0	Луковицата на растението лук, която се използва като храна и подправка.
12433081-n	bul:exe	0	Лукът люти много.
12433081-n	bul:exe	1	глава лук
12433081-n	bul:exe	2	стар лук
12433081-n	bul:exe	3	ям лук
12433081-n	bul:lemma	лук
12582231-n	bul:def	0	Южно вечнозелено дърво с право стъбло и събрани на кичур листа.
12582231-n	bul:lemma	палма
12620196-n	bul:def	0	Градинско растение с кичести, ароматни цветове и бодливо като шипка стъбло.
12620196-n	bul:exe	0	букет от рози
12620196-n	bul:exe	1	градина с рози
12620196-n	bul:exe	2	красива роза
12620196-n	bul:exe	3	маслодайна роза
12620196-n	bul:exe	4	отглеждам рози
12620196-n	bul:exe	5	подарявам рози
12620196-n	bul:exe	6	сладко от рози
12620196-n	bul:exe	7	червена роза
12620196-n	bul:lemma	роза
12897493-n	bul:def	0	Широко разпространено едногодишно културно растение, което образува в земята грудки, употребявани за храна.
12897493-n	bul:exe	0	Картофът е пренесен в Европа от Южна Америка.
12897493-n	bul:exe	1	Полето беше засято с картофи.
12897493-n	bul:exe	2	отглеждам картофи
12897493-n	bul:exe	3	садя картофи
12897493-n	bul:lemma	картоф
12937678-n	bul:def	0	Двугодишно градинско растение и неговият оранжевочервен месест кореноплод, изключително богат на витамин А, който се използва за храна, фураж и като лечебно средство.
12937678-n	bul:exe	0	Морковите имат сравнително малко целулоза.
12937678-n	bul:exe	1	Морковът е вкусен, ароматен и полезен зеленчук.
12937678-n	bul:exe	2	обичам моркови
12937678-n	bul:exe	3	сок от моркови
12937678-n	bul:exe	4	стържа моркови
12937678-n	bul:exe	5	ям моркови
12937678-n	bul:lemma	морков
12997919-n	bul:def	0	Неподвижно прикрепено, безхлорофилно растение, което обикн. се състои от късо стъбло (пънче) и гугла отгоре с голямо значение за биосферата, тъй като разгражда органичните съединения до неорганични вещества, като източник на лекарства и храна.
12997919-n	bul:exe	0	Една от най-красивите гъби е булката.
12997919-n	bul:exe	1	диворастящи гъби
12997919-n	bul:exe	2	отровни гъби
12997919-n	bul:exe	3	поляна с гъби
12997919-n	bul:exe	4	ядивни гъби
12997919-n	bul:lemma	гъба
13077033-n	bul:def	0	Паразитен низш организъм, вид гъбички, които се развиват при определена температура и наличие на влага във вид на разноцветен налеп, пласт върху органични материали и могат да се използват в медицината.
13077033-n	bul:exe	0	Върху хляба имаше малки петна от мухъл.
13077033-n	bul:exe	1	Мухъл покриваше стените.
13077033-n	bul:exe	2	дъх на мухъл и застояло
13077033-n	bul:exe	3	кафява плесен
13077033-n	bul:exe	4	мирише на мухъл
13077033-n	bul:exe	5	млечна плесен
13077033-n	bul:exe	6	синьозелена плесен
13077033-n	bul:exe	7	хващам мухъл
13077033-n	bul:exe	8	хлебна плесен
13077033-n	bul:lemma	мухъл
13077033-n	bul:lemma	плесен
13083023-n	bul:def	0	растение, което се отглежда в дома и се използва за декорация
13083023-n	bul:exe	0	Отглеждането на стайни цветя е прекрасно занимание.
13083023-n	bul:lemma	стайно растение
13083023-n	bul:lemma	стайно цвете
13085113-n	bul:def	0	Название на различни видове треви, които виреят обикновено в запустели места, в ниви, градини, край пътища и под. и са непотребни за човека и вредни за културните растения.
13085113-n	bul:exe	0	Бурени са задушили цветята.
13085113-n	bul:exe	1	В градината поникнаха бурени до коленете.
13085113-n	bul:exe	2	Дворът е обрасъл с бурени.
13085113-n	bul:exe	3	Изскубах бурените от градината.
13085113-n	bul:exe	4	високи бурени
13085113-n	bul:exe	5	почиствам от бурени
13085113-n	bul:lemma	бурен
13085113-n	bul:lemma	плевел
13085864-n	bul:def	0	Добив от зърнени храни, плодове, зеленчуци и др. за определен период от време.
13085864-n	bul:exe	0	Тази година реколтата от жито бе напълно унищожена.
13085864-n	bul:exe	1	Хляб от новата реколта.
13085864-n	bul:exe	10	тазгодишна реколта
13085864-n	bul:exe	2	богата реколта
13085864-n	bul:exe	3	добра реколта
13085864-n	bul:exe	4	нова реколта
13085864-n	bul:exe	5	оризова реколта
13085864-n	bul:exe	6	последна реколта
13085864-n	bul:exe	7	прибирам реколтата
13085864-n	bul:exe	8	реколта от
13085864-n	bul:exe	9	слаба реколта
13085864-n	bul:lemma	реколта
13089631-n	bul:def	0	Тънка метална пръчица, изострена откъм единия край и с дупчица, ухо (на другия), където се вдява конецът за шиене.
13089631-n	bul:exe	0	бродирам с игла
13089631-n	bul:exe	1	вдявам игла
13089631-n	bul:exe	2	дебела игла
13089631-n	bul:exe	3	игла за шиене
13089631-n	bul:exe	4	тънка игла
13089631-n	bul:exe	5	шевна игла
13089631-n	bul:exe	6	шия с игла
13089631-n	bul:lemma	игла
13096035-n	bul:def	0	Меката подкожна част на плода.
13096035-n	bul:exe	0	месо на круша
13096035-n	bul:lemma	месо
13104059-n	bul:def	0	Многогодишно растение с едро и твърдо стъбло, с клони в горния си край, образуващи корона, чиято дървесина има приложение в бита на хората и в различни производства.
13104059-n	bul:exe	0	Дървото бе повалено от бурята.
13104059-n	bul:exe	1	Отсекох едно старо дърво.
13104059-n	bul:exe	10	ябълково дърво
13104059-n	bul:exe	2	вековно дърво
13104059-n	bul:exe	3	иглолистно дърво
13104059-n	bul:exe	4	изсъхнало дърво
13104059-n	bul:exe	5	клони от дърво
13104059-n	bul:exe	6	младо дърво
13104059-n	bul:exe	7	садя дърво
13104059-n	bul:exe	8	тропическо дърво
13104059-n	bul:exe	9	широколистно дърво
13104059-n	bul:lemma	дърво
13112664-n	bul:def	0	Гъста труднопроходима, обикновено по-дребна, гора или гъсти храсти, израснали на едно място.
13112664-n	bul:exe	0	Навлязохме в гъсталак от върби.
13112664-n	bul:exe	1	гъсталаци от борчета и хвойна
13112664-n	bul:exe	2	храсти от люляк
13112664-n	bul:lemma	гъсталак
13112664-n	bul:lemma	храст
13112664-n	bul:lemma	храсталак
13125117-n	bul:def	0	Основен подземен орган при растенията, който служи за прикрепването им към почвата, за поглъщане на вода, минерални вещества,за дишане и натрупване на хранителни резерви за растежа им.
13125117-n	bul:exe	0	Бурята изкърти дървото с корена.
13125117-n	bul:exe	1	Вадя цветето с корена.
13125117-n	bul:exe	2	Това цвете има дълбоки корени.
13125117-n	bul:exe	3	корен на дърво
13125117-n	bul:lemma	корен
13129165-n	bul:def	0	Вегетативен надземен орган при растенията, който образува и носи листата, пъпките, цветовете, плодовете и ги свързва с корена.
13129165-n	bul:exe	0	Борът има високо и право стъбло.
13129165-n	bul:exe	1	Според вида на стъблото растенията се делят на треви, храсти, дървета, лиани и др.
13129165-n	bul:exe	2	Стъблото на цветето се огъна от силния вятър.
13129165-n	bul:exe	3	меко стъбло
13129165-n	bul:exe	4	твърдо стъбло
13129165-n	bul:lemma	стъбло
13131883-n	bul:def	0	Стъбло, израстък, заедно с листата на растението.
13131883-n	bul:exe	0	два стръка чесън
13131883-n	bul:exe	1	стрък от
13131883-n	bul:exe	2	стрък царевица
13131883-n	bul:lemma	стрък
13134059-n	bul:def	0	Видоизменно стъбло, подземен орган при някои растения, който е под земята и има кълбовидна форма.
13134059-n	bul:exe	0	Луковиците се садят през есента.
13134059-n	bul:exe	1	луковица от гергина
13134059-n	bul:exe	2	луковица от лале
13134059-n	bul:lemma	луковица
13134947-n	bul:def	0	Рожба на растение, която съдържа семе и се употребява за ядене, обикновено в сурово състояние.
13134947-n	bul:exe	0	Всяко дърво плод не дава.
13134947-n	bul:exe	1	диворастящи плодове
13134947-n	bul:exe	2	зелен плод
13134947-n	bul:exe	3	кисел плод
13134947-n	bul:exe	4	костилков плод
13134947-n	bul:exe	5	полезен плод
13134947-n	bul:exe	6	сладък плод
13134947-n	bul:exe	7	сочен и ароматен плод
13134947-n	bul:exe	8	узрял плод
13134947-n	bul:exe	9	цитрусов плод
13134947-n	bul:lemma	плод
13135832-n	bul:def	0	Отделно зрънце семе от някои растения, като тиква, диня, слънчоглед, ябълка и др.
13135832-n	bul:exe	0	динена семка
13135832-n	bul:exe	1	семка от ябълка
13135832-n	bul:exe	2	слънчогледова семка
13135832-n	bul:lemma	семка
13136556-n	bul:def	0	Вътрешност на плод с черупка, който се използва като храна, съдържаща богати и полезни за организма вещества.
13136556-n	bul:exe	0	Обичам всякакви ядки.
13136556-n	bul:exe	1	Ядките са полезни за организма и мозъка.
13136556-n	bul:exe	2	орехови ядки
13136556-n	bul:exe	3	ядки от кайсии
13136556-n	bul:lemma	ядка
13149506-n	bul:def	0	Градинско зеленчуково растение с кух месест плод - зелена, червена или бяла чушка, която се използва като храна в сурово или обработено състояние.
13149506-n	bul:exe	0	садя пипер
13149506-n	bul:exe	1	семе за пипер
13149506-n	bul:lemma	пипер
13152742-n	bul:def	0	Орган за дишане и фотосинтеза при висшите растенията, разположен странично на стъблото, обикн. плосък и зелен с различна форма при различните растения.
13152742-n	bul:exe	0	Вятърът брулеше листата на дърветата.
13152742-n	bul:exe	1	дъбов лист
13152742-n	bul:exe	2	лист от дърво
13152742-n	bul:exe	3	лозов лист
13152742-n	bul:exe	4	отронен лист
13152742-n	bul:exe	5	пожълтял лист
13152742-n	bul:lemma	лист
13152742-n	bul:lemma	листо
13162297-n	bul:def	0	Външен покривен пласт на дървета и плодове, който има защитна функция и може да се отделя.
13162297-n	bul:lemma	кора
13163250-n	bul:def	0	Надземната част на дърво или храст, която се отделя встрани от стъблото.
13163250-n	bul:exe	0	Бурята изпочупи клоните на стария дъб.
13163250-n	bul:exe	1	Вятърът фучеше из клоните на дърветата.
13163250-n	bul:exe	2	Клоните на дърветата се покриха с листа.
13163250-n	bul:exe	3	Наведох един от клоните на черешата и започнах да бера узрелите череши.
13163250-n	bul:exe	4	изсъхнал клон
13163250-n	bul:exe	5	сплетени клони
13163250-n	bul:lemma	клон
13240514-n	bul:def	0	Притежание на нещо с право на използване и разпореждане с него.
13240514-n	bul:exe	0	Заводите са държавна собственост.
13240514-n	bul:exe	1	Къщата е във владение на наследниците.
13240514-n	bul:exe	2	Къщата е моя собственост.
13240514-n	bul:exe	3	Нямам никаква собственост.
13240514-n	bul:exe	4	Тази картина беше негово притежание.
13240514-n	bul:lemma	владение
13240514-n	bul:lemma	притежание
13240514-n	bul:lemma	собственост
13241600-n	bul:def	0	Възможността да купуваме или продаваме собственост.
13241600-n	bul:lemma	право
13244109-n	bul:def	0	Всичко, което притежава в материален или стопански смисъл едно физическо или юридическо лице.
13244109-n	bul:exe	0	Заводите са държавна собственост.
13244109-n	bul:exe	1	Къщата е моя собственост.
13244109-n	bul:exe	2	Нямам почти никакво имущество.
13244109-n	bul:exe	3	Продавам част от имуществото си.
13244109-n	bul:exe	4	движимо имущество
13244109-n	bul:exe	5	недвижимо имущество
13244109-n	bul:exe	6	частна собственост
13244109-n	bul:lemma	имущество
13244109-n	bul:lemma	собственост
13246662-n	bul:def	0	Поземлен парцел като частна собственост.
13246662-n	bul:exe	0	Земите на морето са скъпи.
13246662-n	bul:exe	1	Той няма много земя
13246662-n	bul:exe	2	пазар на земята
13246662-n	bul:exe	3	собственик на земя
13246662-n	bul:lemma	земя
13246662-n	bul:lemma	имот
13250542-n	bul:def	0	Материални блага, които някой притежава.
13250542-n	bul:exe	0	Вложих всичките си пари в недвижими имоти.
13250542-n	bul:exe	1	Тази нива е цялото ми богатство.
13250542-n	bul:exe	10	натрупвам състояние
13250542-n	bul:exe	11	печеля пари
13250542-n	bul:exe	12	спечелвам богатство
13250542-n	bul:exe	13	състоянието ми възлиза на
13250542-n	bul:exe	14	цялото ми богатство е
13250542-n	bul:exe	15	честно спечелени пари
13250542-n	bul:exe	2	без пари съм
13250542-n	bul:exe	3	голямо богатство
13250542-n	bul:exe	4	губя пари
13250542-n	bul:exe	5	изкарвам много пари
13250542-n	bul:exe	6	изхарчих цяло състояние
13250542-n	bul:exe	7	лесни пари
13250542-n	bul:exe	8	мръсни пари
13250542-n	bul:exe	9	наследявам богатство
13250542-n	bul:lemma	богатство
13250542-n	bul:lemma	пари
13250542-n	bul:lemma	състояние
13250930-n	bul:def	0	Всичко, което притежава в материален или стопански смисъл едно физическо или юридическо лице.
13250930-n	bul:exe	0	голямо имущество
13250930-n	bul:exe	1	имам имущество
13250930-n	bul:exe	2	недвижимо имущество
13250930-n	bul:exe	3	нямам имущество
13250930-n	bul:lemma	владение
13250930-n	bul:lemma	имот
13250930-n	bul:lemma	имущество
13253255-n	bul:def	0	Нещо обикновено материално (вещ, предмет и под.), което е закупено, спечелено, постигнато.
13253255-n	bul:exe	0	Имаме си нова придобивка.
13253255-n	bul:exe	1	културна придобивка
13253255-n	bul:exe	2	придобивка за дома
13253255-n	bul:lemma	придобивка
13255145-n	bul:def	0	Материални блага, пари, получени, придобити от някаква работа, дейност, използване на имот и др.
13255145-n	bul:exe	0	имам доходи
13255145-n	bul:exe	1	месечен доход
13255145-n	bul:exe	2	нося доход
13255145-n	bul:exe	3	облагаем доход
13255145-n	bul:exe	4	общ доход
13255145-n	bul:exe	5	трудов доход
13255145-n	bul:lemma	доход
13255145-n	bul:lemma	приход
13257982-n	bul:def	0	Парично възнаграждение на притежателя на патент, авторски права или други ресурси за правото да се използват.
13257982-n	bul:exe	0	авторски хонорар
13257982-n	bul:exe	1	давам хонорар
13257982-n	bul:exe	2	писателски хонорар
13257982-n	bul:exe	3	получавам хонорар
13257982-n	bul:exe	4	хонорар за книга
13257982-n	bul:lemma	хонорар
13259917-n	bul:def	0	Нещо (пари, предмети и др.), което е предвидено за раздаване или което се е паднало на някого при лотария, томбола и др.
13259917-n	bul:exe	0	Падна ми се най-голямата печалба от тотото.
13259917-n	bul:exe	1	печалба от
13259917-n	bul:exe	2	печалба от лотарията
13259917-n	bul:exe	3	чиста печалба
13259917-n	bul:lemma	печалба
13262663-n	bul:def	0	Вещи или пари, придобити с грабеж, по незаконен начин.
13262663-n	bul:exe	0	богата плячка
13262663-n	bul:lemma	плячка
13265011-n	bul:def	0	Нещо, обикновено предмет, което се дава на някого като израз на добри чувства или в знак на благодарност, обич, почит.
13265011-n	bul:exe	0	богати дарове
13265011-n	bul:exe	1	дар ти давам
13265011-n	bul:exe	2	подарък от сърце
13265011-n	bul:exe	3	получавам подарък
13265011-n	bul:exe	4	правя подарък
13265011-n	bul:exe	5	скъп подарък
13265011-n	bul:lemma	дар
13265011-n	bul:lemma	подарък
13265904-n	bul:def	0	Парична сума или други неща (обикн. храна, облекло, лекарства), които служат за подпомагане на някого, на организация, обединение и под. или за осъществяване на начинание, проект, в подкрепа на някаква кауза.
13265904-n	bul:exe	0	Събирам помощи за пострадалите от земетресението.
13265904-n	bul:exe	1	материална помощ
13265904-n	bul:exe	2	парична помощ
13265904-n	bul:exe	3	получавам помощи
13265904-n	bul:exe	4	помощ за безработица
13265904-n	bul:exe	5	помощ при болест
13265904-n	bul:exe	6	събирам помощи за
13265904-n	bul:lemma	подпомагане
13265904-n	bul:lemma	помощ
13266170-n	bul:def	0	Парична сума, която се отпуска за издръжка на ученик, студент, специализант, обикновено на базата на добър успех.
13266170-n	bul:exe	0	Тази година не ми отпуснаха стипендия.
13266170-n	bul:exe	1	малка стипендия
13266170-n	bul:exe	2	не получавам стипендия
13266170-n	bul:exe	3	получавам стипендия
13266170-n	bul:lemma	стипендия
13266892-n	bul:def	0	Парична, финансова помощ.
13266892-n	bul:exe	0	отпускам субсидия
13266892-n	bul:exe	1	получавам дарение
13266892-n	bul:exe	2	правя дарение
13266892-n	bul:lemma	дарение
13266892-n	bul:lemma	субсидия
13268146-n	bul:def	0	Нещо, което се дава на някого за победа в състезание, за добре извършена работа или при печелене от лотария.
13268146-n	bul:exe	0	Нобелова награда
13268146-n	bul:exe	1	парична награда
13268146-n	bul:exe	2	получавам награда
13268146-n	bul:exe	3	почетна награда
13268146-n	bul:exe	4	присъждам награда на
13268146-n	bul:exe	5	първа награда
13268146-n	bul:exe	6	спечелвам награда
13268146-n	bul:lemma	награда
13268842-n	bul:def	0	Нещо, което се дава на някого доброволно и безвъзмездно с чувство на благодарност, обич или почит.
13268842-n	bul:exe	0	Часовникът е подарък от жена му.
13268842-n	bul:exe	1	голям подарък
13268842-n	bul:exe	2	купувам подарък
13268842-n	bul:exe	3	малък подарък
13268842-n	bul:exe	4	получавам подарък
13268842-n	bul:exe	5	правя подарък
13268842-n	bul:exe	6	скъп подарък
13268842-n	bul:lemma	дар
13268842-n	bul:lemma	подарък
13273836-n	bul:def	0	Допълнителна печалба, пари, реализирани не в резултат на собствен принос, а чрез използване на предишни, обикновено чужди, действия или обстоятелства, оказали се удобни за момента.
13273836-n	bul:lemma	дивидент, премия
13275288-n	bul:def	0	Пари или други средства, които се дават за нещо, главно за всекидневни нужди.
13275288-n	bul:exe	0	Вкарвам някого в разноски.
13275288-n	bul:exe	1	Кой поема разноските по транспорта?
13275288-n	bul:exe	2	имам големи разноски
13275288-n	bul:exe	3	на държавни разноски
13275288-n	bul:exe	4	на свои разноски
13275288-n	bul:exe	5	на чужди разноски
13275288-n	bul:exe	6	покривам разноските по
13275288-n	bul:exe	7	разноски за
13275288-n	bul:exe	8	разноски за храна
13275288-n	bul:lemma	разноски
13275288-n	bul:lemma	разход
13279262-n	bul:def	0	Пари, които човек получава за положен труд.
13279262-n	bul:exe	0	голяма заплата
13279262-n	bul:exe	1	малка заплата
13279262-n	bul:exe	2	на заплата съм
13279262-n	bul:exe	3	получавам заплата
13279262-n	bul:lemma	възнаграждение
13279262-n	bul:lemma	заплата
13279262-n	bul:lemma	надница
13283620-n	bul:def	0	Определена сума, която по силата на закон единият съпруг трябва да изплаща на другия след развода.
13283620-n	bul:exe	0	Разведените бащи са длъжни да плащат издръжка.
13283620-n	bul:exe	1	голяма издръжка
13283620-n	bul:exe	2	давам издръжка
13283620-n	bul:exe	3	нищожна издръжка
13283620-n	bul:exe	4	плащам издръжка
13283620-n	bul:exe	5	поемам издръжката на
13283620-n	bul:exe	6	съдя за издръжка
13283620-n	bul:lemma	издръжка
13286254-n	bul:def	0	Определено количество храна, продукти и др., което се дава, отпуска на човек за определено време.
13286254-n	bul:exe	0	дневна дажба
13286254-n	bul:lemma	дажба
13286254-n	bul:lemma	надбавка
13286254-n	bul:lemma	сума
13289159-n	bul:def	0	Съответна част от наследство, печалба и под.
13289159-n	bul:exe	0	давам своя дял
13289159-n	bul:exe	1	имам дял от
13289159-n	bul:exe	2	по равен дял
13289159-n	bul:exe	3	получавам своя дял
13289159-n	bul:exe	4	разделям на дялове
13289159-n	bul:lemma	дял
13289159-n	bul:lemma	част
13289467-n	bul:def	0	Част от нещо, къс.
13289467-n	bul:exe	0	Разделихме го на три дяла.
13289467-n	bul:lemma	дял
13289744-n	bul:def	0	Количество, част, процент за нещо, което се разпределя между всички участници.
13289744-n	bul:exe	0	Всеки има равен дял в това предприятие.
13289744-n	bul:lemma	дял
13289744-n	bul:lemma	квота
13289744-n	bul:lemma	част
13295657-n	bul:def	0	Сума, която наемателят заплаща на собственика, наемодателя, обикновено периодично за временно ползване на нещо.
13295657-n	bul:exe	0	За квартирата не плащам наем.
13295657-n	bul:exe	1	вземам под наем
13295657-n	bul:exe	2	висок наем
13295657-n	bul:exe	3	давам под наем
13295657-n	bul:exe	4	живея под наем
13295657-n	bul:exe	5	плащам наем
